smax,actFrac,Log10N,Log10ug,Sigma_g,Kappa,Log10V,T,P,ac,smaxes_arg,actFrac_arg,smaxes_mbn,actFrac_mbn,logTSmax,Smax_Twomey,actFrac_Twomey,delta_smax,delta_actFrac
0.002042771151096697,0.5625996087946574,3,-1.3010299956639813,1.8,0.54,-0.3010299956639812,283,85000,0.55,0.0017489970531410438,0.4855827604060616,0.0018256508230417969,0.5047914445932399,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.004185645761653286,0.30031001181586414
0.0016871388339580555,0.4687387720853709,3,-1.3010299956639813,1.8,0.54,-0.46,283,85000,0.95,0.0013824258259205232,0.38097806039738213,0.0015006264182180166,0.41669594672225185,-2.7773749349968195,0.004954746306719864,0.2393528288749224,-0.0032676074727618085,0.2293859432104485
0.006103276254934573,0.04928725266907823,3,-1.3010299956639813,1.8,8.128305161640995e-4,-0.3010299956639812,283,85000,0.95,0.004712502475518417,0.004696338276852065,0.009217016327679156,0.03126518230877553,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-1.2514065781540993e-4,-0.21300234430971504
0.0033935709755671165,0.22749582040846067,3,-1.3010299956639813,1.8,0.039810717055349686,-0.3010299956639812,283,85000,0.95,0.0027745662134092595,0.16073498770461636,0.0030178010703623293,0.18422741775051787,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.0028348459371828664,-0.03479377657033261
0.005025750275303699,0.07841722172354999,3,-1.3010299956639813,1.8,0.003890451449942805,-0.3010299956639812,283,85000,0.95,0.00384741642764288,0.026219281225772936,0.005602593028992414,0.06365427679119724,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.001202666637446284,-0.1838723752552433
0.006887288361963375,0.03837964821166274,3,-1.3010299956639813,1.8,1.4125375446227554e-4,-0.3010299956639812,283,85000,0.95,0.005882971588619913,4.215992466209261e-4,0.017846712120175363,0.01606193543392847,-2.7047359493843044,0.006228416912749983,0.2622895969787933,6.588714492133923e-4,-0.22390994876713055
0.004333524983251295,0.1190410927541958,3,-1.3010299956639813,1.8,0.009772372209558112,-0.3010299956639812,283,85000,0.95,0.0033997650730155627,0.059676690122895414,0.004313172513991595,0.09771576473107046,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.0018948919294986882,-0.14324850422459748
0.0024406420024637426,0.638418084901603,3,-1.3010299956639813,1.8,0.54,-0.3010299956639812,283,85000,0.1,0.0025371008194269907,0.6501598319084311,0.002194878082051874,0.587422097177379,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.0037877749102862403,0.37612848792280973
0.004059336142051648,0.8172434952237052,3,-1.3010299956639813,1.8,0.54,0.31999999999999984,283,85000,0.95,0.0033433687157721844,0.7576433125336564,0.0038742907826602455,0.8065933999764909,-2.420965504083039,0.015223742257743795,0.37500630077319735,-0.011164406115692147,0.44223719445050785
0.0015661065618960994,0.4375795959523996,3,-1.3010299956639813,1.8,0.54,-0.53,283,85000,0.95,0.001274588236416643,0.3464108092957221,0.0013970025582984089,0.3853308508854086,-2.809360396745492,0.004479932006546832,0.22989978478168643,-0.002913825444650733,0.20767981117071316
0.00114350998204467,0.3046352945633369,3.62,-1.3010299956639813,1.8,0.54,-0.3010299956639812,283,85000,0.95,8.365011276830795e-4,0.1914140940089642,8.714688098803163e-4,0.2041915587396979,-2.7047359493843044,0.006228416912749983,0.06291889195490843,-0.005084906930705313,0.24171640260842844
8.376741978062913e-6,0.5625996087946572,3,0.29000000000000004,1.8,0.54,-0.3010299956639812,283,85000,0.95,1.1225180444247255e-5,0.6809543093094814,1.0259018559299874e-5,0.6438671297281163,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.00622004017077192,0.3003100118158639
6.947512535628158e-4,0.13542096890886776,3,-1.3010299956639813,1.8,0.54,-1.34,283,85000,0.95,4.2342542499911143e-4,0.04999350641731791,5.333116487227379e-4,0.08322244165283649,-3.179477882694418,0.0013964372419604857,0.14422434149259983,-7.016859883976699e-4,-0.008803372583732066
0.0017783223790105425,0.5000907185967642,3,-1.3010299956639813,1.8,0.54,-0.3010299956639812,283,58250,0.95,0.0014109547078331934,0.3898365581650608,0.001558157028183341,0.433416110944893,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.004450094533739441,0.23780112161797096
0.004085349092696826,0.13542096890886776,3,-1.3010299956639813,1.8,0.013803842646028866,-0.3010299956639812,283,85000,0.95,0.003240837045451644,0.07839892210265087,0.003932077666968107,0.11458125266297897,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.0021430678200531567,-0.12686862806992552
0.002414121656263525,0.45312310220127927,3,-1.3010299956639813,1.8,0.2398832919019495,-0.3010299956639812,283,85000,0.95,0.002007203598831865,0.36688266055285357,0.0020626524410396812,0.3781970595788745,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.003814295256486458,0.190833505222486
0.004373087729141182,0.8373385344819348,1.87,-1.3010299956639813,1.8,0.54,-0.3010299956639812,283,85000,0.95,0.003956400040540145,0.8131839607901903,0.004661979773789644,0.8588855485294097,-2.7047359493843044,0.006228416912749983,1,-0.001855329183608801,-0.16266146551806515
0.007408008654775209,0.0322667698891085,3,-1.3010299956639813,1.8,7.5857757502918365e-6,-0.3010299956639812,283,85000,0.95,0.00849186559684539,2.3219331878969524e-6,0.07991517186880112,0.010142439503403863,-2.7047359493843044,0.006228416912749983,0.2622895969787933,0.0011795917420252258,-0.23002282708968477
0.0019196139917272766,0.5314421044027363,3,-1.3010299956639813,1.8,0.54,-0.3010299956639812,283,74500,0.95,0.0015669435823162698,0.4361205130400286,0.001697701387628913,0.4719369695779375,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.0043088029210227065,0.26915250742394303
0.007291571453460678,0.0322667698891085,3,-1.3010299956639813,1.8,2.187761623949552e-5,-0.3010299956639812,283,85000,0.95,0.007436576656634619,1.812980802572039e-5,0.043418689798116694,0.010926838226023689,-2.7047359493843044,0.006228416912749983,0.2622895969787933,0.0010631545407106952,-0.23002282708968477
0.0020946444279539415,0.5625996087946574,3,-1.3010299956639813,1.8,0.54,-0.3010299956639812,283,97500,0.95,0.00175066604385351,0.48601406241032036,0.0018773362920433282,0.5174180636090092,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.004133772484796041,0.30031001181586414
0.002567698191571571,0.40680296249340786,3,-1.3010299956639813,1.8,0.1778279410038923,-0.3010299956639812,283,85000,0.95,0.0021360906092532054,0.3302265404678112,0.0021838240160793063,0.3388970066666259,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.003660718721178412,0.14451336551461458
5.341966476790916e-6,0.5470570758411306,3,0.4199999999999999,1.8,0.54,-0.3010299956639812,283,85000,0.95,7.165352423646665e-6,0.6809955594558009,0.09999995232105255,1,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.006223074946273192,0.28476747886233733
0.002237939927775114,0.5933734902832973,2.85,-1.3010299956639813,1.8,0.54,-0.3010299956639812,283,85000,0.95,0.0018675844069244469,0.5152600682780474,0.0019984646580368283,0.5456151819581878,-2.7047359493843044,0.006228416912749983,0.3704939032965164,-0.003990476984974869,0.22287958698678095
0.0017337715617739922,0.48440269038500705,3.18,-1.3010299956639813,1.8,0.54,-0.3010299956639812,283,85000,0.95,0.0014063612340455309,0.3884184278058011,0.0015681293780356645,0.43626419825970286,-2.7047359493843044,0.006228416912749983,0.1732930182044416,-0.004494645350975991,0.31110967218056546
7.283168587876555e-4,0.15328219226079404,3,-1.3010299956639813,1.8,0.54,-1.29,283,85000,0.95,4.57298810959054e-4,0.0596605966171048,5.618169544450938e-4,0.09264198388479344,-3.1566311243025087,0.0015006223919701678,0.14843576829845298,-7.723055331825123e-4,0.0048464239623410565
1.7101756368732527e-6,0.5625996087946572,3,0.75,1.8,0.54,-0.3010299956639812,283,85000,0.95,2.292311199795366e-6,0.681029155507578,0.09999995232105255,1,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.0062267067371131095,0.3003100118158639
0.031248254918415392,0.00139830658036564,3,-2.89,1.8,0.54,-0.3010299956639812,283,85000,0.95,0.008285119595169527,3.4524947022200804e-6,0.07089393357992174,0.010232233472324515,-2.7047359493843044,0.006228416912749983,0.2622895969787933,0.025019838005665408,-0.2608912903984276
1.349733190855964e-4,0.6530498535919405,3,-0.4499999999999997,1.8,0.54,-0.3010299956639812,283,85000,0.95,1.4317552439045329e-4,0.6769098805976057,1.3196195602882657e-4,0.6432087297095791,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.006093443593664386,0.39076025661314717
0.002560726561884449,0.5933734902832973,3,-1.3010299956639813,1.8,0.54,-0.3010299956639812,267.5,85000,0.95,0.0021080720443785706,0.5103188996757205,0.002340190104171634,0.5571276717446693,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.003667690350865534,0.33108389330450405
0.0069289325123710575,0.03521451998369135,3,-1.3010299956639813,1.8,1.2302687708123808e-4,-0.3010299956639812,283,85000,0.95,0.005986278641100669,3.4087637140512524e-4,0.018921288318037986,0.015405238783976732,-2.7047359493843044,0.006228416912749983,0.2622895969787933,7.005155996210747e-4,-0.22707507699510193
0.006800190184540079,0.03521451998369135,3,-2.15,1.8,0.54,-0.3010299956639812,283,85000,0.95,0.004344009099293211,0.009901917848782405,0.007468122735917568,0.0414397663451481,-2.7047359493843044,0.006228416912749983,0.2622895969787933,5.717732717900959e-4,-0.22707507699510193
0.006060484642745614,0.915731391669373,1.46,-1.3010299956639813,1.8,0.54,-0.3010299956639812,283,85000,0.95,0.0055650146340497555,0.8991352090055521,0.007016197832524777,0.9380935537348671,-2.7047359493843044,0.006228416912749983,1,-1.6793227000436867e-4,-0.08426860833062699
0.004167009708104075,0.13542096890886776,3,-1.3010299956639813,1.8,0.012302687708123813,-0.3010299956639812,283,85000,0.95,0.003293348001014523,0.07173596050736757,0.0040538467188179494,0.10867643237594143,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.002061407204645908,-0.12686862806992552
0.005800992685057275,0.053429876683037864,3,-1.3010299956639813,1.8,0.00131825673855641,-0.3010299956639812,283,85000,0.95,0.00442922406949018,0.008343823787047627,0.007842116399705407,0.038713359666956035,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-4.274242276927076e-4,-0.20885972029575542
0.02384962903786713,0.002313755697876907,3,-2.77,1.8,0.54,-0.3010299956639812,283,85000,0.95,0.007467804587567818,1.7042043275713844e-5,0.04420815780997277,0.010887838507289494,-2.7047359493843044,0.006228416912749983,0.2622895969787933,0.017621212125117146,-0.2599758412809164
0.007297732470619543,0.0322667698891085,3,-1.3010299956639813,1.8,2.0892961308540412e-5,-0.3010299956639812,283,85000,0.95,0.007479635097375924,1.664748357420563e-5,0.04451099064469338,0.01087340603267416,-2.7047359493843044,0.006228416912749983,0.2622895969787933,0.00106931555786956,-0.23002282708968477
0.002983328085575263,0.30463529456333677,3,-1.3010299956639813,1.8,0.08128305161640995,-0.3010299956639812,283,85000,0.95,0.002470062027672626,0.23622534574044735,0.0025666919239610434,0.24917713173306485,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.00324508882717472,0.042345697584543485
0.0024946514549540715,0.5933734902832973,3,-1.3010299956639813,1.8,0.54,-0.3010299956639812,269,85000,0.95,0.00205494338753853,0.5046185748499847,0.0022731177448481327,0.5498905469896074,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.0037337654577959114,0.33108389330450405
4.1965515879827906e-4,0.04928725266907823,3,-1.3010299956639813,1.8,0.54,-1.91,283,85000,0.95,1.6765916585674128e-4,0.0035121697719740844,3.1524797827936707e-4,0.023850725469670087,-3.4399309283621804,6.148531786953802e-4,0.10388158436412033,-1.951980198971011e-4,-0.0545943316950421
0.001167674101728234,0.3046352945633368,3.6,-1.3010299956639813,1.8,0.54,-0.3010299956639812,283,85000,0.95,8.598316824492884e-4,0.20003486567510892,8.941222697868942e-4,0.21254087001174093,-2.7047359493843044,0.006228416912749983,0.06588416797771468,-0.005060742811021749,0.23875112658562214
0.004642128024382041,0.0971786745977721,3,-1.3010299956639813,1.8,0.006456542290346564,-0.3010299956639812,283,85000,0.95,0.003596528757389027,0.04192932574462853,0.004838874628692865,0.0806019140759407,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.0015862888883679416,-0.16511092238102118
0.005300643707703,0.06752678887204151,3,-1.3010299956639813,1.8,0.002691534803926914,-0.3010299956639812,283,85000,0.95,0.0040379949138036495,0.01814743682164932,0.0062591515049338345,0.05364535833771884,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-9.277732050469827e-4,-0.19476280810675178
0.0014394244954106959,0.3916155745904053,3,-1.3010299956639813,1.8,0.54,-0.6099999999999999,283,85000,0.95,0.0011591967498134057,0.30760182481965986,0.0012947200412675736,0.35280905577550814,-2.8459152101725462,0.003992743603610258,0.2195525899944343,-0.0025533191081995622,0.172062984595971
6.618970040386054e-4,0.681620709492641,3,-0.8900000000000001,1.8,0.54,-0.3010299956639812,283,85000,0.95,6.023880769825229e-4,0.6424733079642424,5.808814560808243e-4,0.6270789645526605,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.005566519908711378,0.4193311125138477
0.0074995238655723795,0.029525712194530408,3,-1.3010299956639813,1.8,1.5135612484362072e-6,-0.3010299956639812,283,85000,0.95,0.010389649940772992,6.988448304777704e-8,0.09999995232105255,3.861654715399244e-4,-2.7047359493843044,0.006228416912749983,0.2622895969787933,0.0012711069528223966,-0.23276388478426288
2.8176534526686025e-4,0.6674568871445,3,-0.6499999999999999,1.8,0.54,-0.3010299956639812,283,85000,0.95,2.8050385683435914e-4,0.6694392682253043,2.5880280935205514e-4,0.6358774813580339,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.005946651567483123,0.40516729016570674
0.002145220373331402,0.5157786064694257,3,-1.3010299956639813,1.8,0.4073802778041122,-0.3010299956639812,283,85000,0.95,0.0017775001969007722,0.4295057142078453,0.0018737454713135958,0.4528464557796071,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.004083196539418581,0.25348900949063247
1.0322216643706942e-5,0.5625996087946574,3,0.23,1.8,0.54,-0.3010299956639812,283,85000,0.95,1.3808926558828764e-5,0.6809231439940285,1.2621358498581685e-5,0.6438670485487281,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.006218094696106276,0.30031001181586414
0.00742739976087342,0.026980793842140267,3,-2.2,1.8,0.54,-0.3010299956639812,283,85000,0.95,0.004541361160061837,0.006652087371237746,0.008361298418343065,0.03549045470338204,-2.7047359493843044,0.006228416912749983,0.2622895969787933,0.0011989828481234373,-0.235308803136653
0.007176435505985588,0.03521451998369135,3,-1.3010299956639813,1.8,4.466835921509635e-5,-0.3010299956639812,283,85000,0.95,0.006799575636399995,6.488948646883819e-5,0.030088037523031238,0.012101705950246228,-2.7047359493843044,0.006228416912749983,0.2622895969787933,9.480185932356049e-4,-0.22707507699510193
0.0022794692634070177,0.484402690385007,3,-1.38,1.8,0.54,-0.3010299956639812,283,85000,0.95,0.0018920755426332042,0.39885262116654274,0.0019643906002491714,0.41504305357154425,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.003948947649342965,0.2221130934062137
0.00106201020145353,0.681620709492641,3,-1.03,1.8,0.54,-0.3010299956639812,283,85000,0.95,8.986169199158977e-4,0.6065246669847295,9.315457736328242e-4,0.6221831787209204,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.005166406711296452,0.4193311125138477
0.007411863731813235,0.0322667698891085,3,-1.3010299956639813,1.8,7.244359600749907e-6,-0.3010299956639812,283,85000,0.95,0.008540970892704784,2.11406408076044e-6,0.08222431097269059,0.010124023241723063,-2.7047359493843044,0.006228416912749983,0.2622895969787933,0.0011834468190632524,-0.23002282708968477
1.9111464965213446e-4,0.6674568871445001,3,-0.54,1.8,0.54,-0.3010299956639812,283,85000,0.95,1.9420142534567087e-4,0.6744527514117475,1.7869216692168263e-4,0.6399398522798405,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.006037302263097849,0.40516729016570685
2.9238400675263184e-5,0.5625996087946572,3,-0.06999999999999984,1.8,0.54,-0.3010299956639812,283,85000,0.95,3.8875931908578e-5,0.6804761006079472,3.557213086518459e-5,0.6438672223228301,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.00619917851207472,0.3003100118158639
0.002046252174554544,0.5625996087946574,3,-1.3010299956639813,1.8,0.54,-0.3010299956639812,283,85000,0.53,0.0017571464472462663,0.4876849948312679,0.0018293787207454444,0.5057143656876983,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.004182164738195439,0.30031001181586414
0.006468719966990092,0.04177293150104748,3,-1.3010299956639813,1.8,4.0738027780411293e-4,-0.3010299956639812,283,85000,0.95,0.005145683663920609,0.0019297744207549313,0.011776106353700161,0.023442560757091616,-2.7047359493843044,0.006228416912749983,0.2622895969787933,2.403030542401088e-4,-0.2205166654777458
0.005525211505102715,0.8959698168549904,1.57,-1.3010299956639813,1.8,0.54,-0.3010299956639812,283,85000,0.95,0.005072575504943269,0.8793120917830857,0.006269199843108654,0.920919701188428,-2.7047359493843044,0.006228416912749983,1,-7.032054076472677e-4,-0.10403018314500956
0.006688974502607698,0.03837964821166274,3,-1.3010299956639813,1.8,2.4547089156850334e-4,-0.3010299956639812,283,85000,0.95,0.0054866074367338315,9.548348446522928e-4,0.014270016278624533,0.019337835493081837,-2.7047359493843044,0.006228416912749983,0.2622895969787933,4.605575898577151e-4,-0.22390994876713055
0.002205787198958611,0.5933734902832973,2.87,-1.3010299956639813,1.8,0.54,-0.3010299956639812,283,85000,0.95,0.001838735785470707,0.5082191998142825,0.0019677370663732287,0.5386432179416181,-2.7047359493843044,0.006228416912749983,0.353818930814316,-0.004022629713791371,0.23955455946898135
0.002411237267470886,0.5780461256287682,3,-1.3010299956639813,1.8,0.54,-0.3010299956639812,271,85000,0.95,0.0019876481643436943,0.49732762671434594,0.002188661939278245,0.5406026306666962,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.003817179645279097,0.31575652864997494
0.0049990682932681,0.07841722172354994,3,-1.96,1.8,0.54,-0.3010299956639812,283,85000,0.95,0.0036575731152501084,0.037470862893204525,0.005014726506620645,0.0760229629095137,-2.7047359493843044,0.006228416912749983,0.2622895969787933,-0.0012293486194818832,-0.18387237525524336
