smax,actFrac,Log10N,Log10ug,Sigma_g,Kappa,Log10V,T,P,ac,smaxes_arg,actFrac_arg,smaxes_mbn,actFrac_mbn,logTSmax,Smax_Twomey,actFrac_Twomey,delta_smax,delta_actFrac
7.992929032542805e-5,1,1.5385,0.6820000000000004,1.6,0.8166000000000001,0.1194999999999995,312.498,77197.5,0.7466499999999999,4.347090964191703e-5,0.9999997990271958,9.137979175662621e-5,0.9999999995395138,-3.013865917729261,0.011407984504717694,1,-0.011328055214392266,0
7.381503864585255e-4,0.802218305003571,1.2475,-0.8540000000000001,1.6,0.30419999999999997,-1.5755,312.318,71312.5,0.11215,6.735116058734851e-4,0.766611067902551,7.362228192947804e-4,0.8035670627894214,-4.059494934700266,9.950248398103297e-4,1,-2.5687445335180427e-4,-0.19778169499642895
9.906388845250075e-5,0.9999994697639988,1.4605000000000001,0.6299999999999999,1.8,0.8094000000000001,0.020500000000000185,311.558,92817.5,0.14905000000000002,5.0118887403013746e-5,0.9999678564472421,1.2445121808443222e-4,0.9999997530017981,-3.074938055003673,0.009893134708148475,1,-0.009794070819695974,-5.302360012171548e-7
0.00558111693359253,0.09326951832524229,3.5604999999999998,-2.05,1.6,0.9546000000000001,0.35050000000000026,311.354,79892.5,0.22375,0.005002454984389255,0.06845280068913029,0.00522547639414668,0.0756474903087249,-2.8713642640889643,0.015906840362502804,0.1049937783510092,-0.010325723428910274,-0.011724260025766917
0.07906950819996954,0.0843389257281093,1.2055,-2.83,1.8,0.6162000000000001,0.6835000000000004,312.93,57892.5,0.18145,0.13251151479456869,0.22298435021198892,0.09786708228588104,0.10463673326761236,-2.665939802347758,0.02568673602434125,1,0.053382772175628285,-0.9156610742718907
0.012374624623394578,0.008061555670780578,2.2195,-2.4539999999999997,1.6,0.7278,-0.6545000000000001,310.03,103707.5,0.6449499999999999,0.005013265936199498,1.2068590943467202e-4,0.014549629465937613,0.013664452320635557,-3.491338990965578,0.003745061230066587,1,0.008629563393327992,-0.9919384443292194
1.871885740084851e-6,0.2519228544674538,2.1535,0.34999999999999964,1.8,1.0902,-1.3925,312.606,100187.5,0.6746500000000001,3.1226179908694317e-6,0.4720797520058036,0.09999995232105255,1,-3.946604014283927,0.0012948185797876767,0.9826832753785286,-0.0012929466940475919,-0.7307604209110747
0.002428986267209721,0.9992154279151063,2.9635000000000002,-0.9139999999999997,1.6,1.137,0.6055000000000001,311.542,98152.5,0.11665,0.001736957823173821,0.9965715373599241,0.0031945737479627126,0.9998204922568862,-2.714057243836689,0.02295931479048054,0.48074365910746514,-0.02053032852327082,0.5184717688076412
0.011803736626044734,0.9999960442100421,1.3405,-0.79,1.8,0.5922,0.4105000000000003,310.206,77692.5,0.6584500000000001,0.006168812519457957,0.9998934219391147,0.015982739428877832,0.9999991368546777,-2.834350847559017,0.01734139068604638,1,-0.005537654060001647,-3.955789957932332e-6
0.0068382866374043965,0.291005740148869,2.4805,-1.774,1.8,0.22619999999999998,0.29349999999999987,313.67,84347.5,0.45775,0.00689552104662446,0.29481701198626914,0.007195929584801197,0.3096904875088867,-2.906527009792414,0.01465409229871833,1,-0.007815805661313933,-0.708994259851131
